order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay,delivery_time,order_year_month,order_year,order_month,customer_zip_code_prefix,customer_city,customer_state
RilBPuEjhaeQ,LGiyKX8bqvRl,delivered,2017-05-08 12:15:17,2017-05-08 13:03:08,2017-05-19 13:37:46,2017-05-31,-12.0,11.0,2017-05,2017,5,59300,telemaco borba,PR
Weun8cqlOfrB,JG5L1Y6huM3k,delivered,2017-07-22 07:12:13,2017-07-25 03:35:25,2017-08-03 18:17:48,2017-08-15,-12.0,12.0,2017-07,2017,7,26572,peruibe,SP
1By8LOosrvF2,grsbZ5L1H5ty,canceled,2017-11-06 15:47:20,2017-11-07 07:30:29,,2017-11-28,,,2017-11,2017,11,19030,monte carmelo,MG
8XJCljLJRlic,ZLVSgLGIBt50,delivered,2018-01-10 19:02:16,2018-01-10 19:13:28,2018-01-22 23:28:34,2018-02-02,-11.0,12.0,2018-01,2018,1,85303,assis,SP
gQPaVIZUm0jj,LFLEYmt3mGzI,shipped,2017-10-20 19:51:41,2017-10-20 20:05:36,,2017-11-13,,,2017-10,2017,10,29192,rio de janeiro,RJ
k2K9LcU3wvcQ,26bdBz0weg9K,delivered,2018-02-21 18:47:50,2018-02-21 18:55:31,2018-02-26 21:28:51,2018-03-07,-9.0,5.0,2018-02,2018,2,28145,carapicuiba,SP
XQuhwBeGcadT,iWDrWao0rL2O,delivered,2018-04-03 16:00:49,2018-04-05 02:10:26,2018-04-11 18:28:33,2018-04-25,-14.0,8.0,2018-04,2018,4,89108,taubate,SP
LARRQkCjz5Fs,6rX0opAYaf5O,delivered,2017-12-16 13:51:18,2017-12-16 13:58:23,2017-12-23 16:21:44,2018-01-05,-13.0,7.0,2017-12,2017,12,92323,santos,SP
70G4cTVwm38h,WnCydkx96ul3,canceled,2018-07-04 16:05:56,2018-07-06 02:55:16,,2018-08-22,,,2018-07,2018,7,13609,buenopolis,MG
8LfYKHvDTqIN,frNd2yIHhY1X,delivered,2017-10-23 20:31:45,2017-10-23 20:49:13,2017-11-07 01:09:03,2017-11-24,-17.0,14.0,2017-10,2017,10,76390,paranaita,MT
D2X7rxN9EsBw,5aMM3LwvZE6p,delivered,2018-07-11 19:55:14,2018-07-11 20:10:12,2018-07-21 10:41:27,2018-08-01,-11.0,9.0,2018-07,2018,7,9655,recife,PE
HOFJukOFU41j,5nowe7IWIlDi,delivered,2018-04-15 10:17:36,2018-04-15 10:30:53,2018-04-18 14:52:02,2018-04-30,-12.0,3.0,2018-04,2018,4,2932,sao paulo,SP
uApWp6b4k8Y5,nOJb8kxjeqMu,delivered,2018-07-03 18:41:20,2018-07-05 16:10:30,2018-07-11 18:18:38,2018-07-30,-19.0,7.0,2018-07,2018,7,89202,caxias do sul,RS
7L8qUUgsbhXY,qVYMpdAeuyNn,delivered,2018-07-24 18:36:55,2018-07-24 18:45:13,2018-07-26 15:38:49,2018-08-01,-6.0,1.0,2018-07,2018,7,31746,campinas,SP
PvRgo7CeEN4f,9QRPPukPDKtj,delivered,2018-03-21 15:05:19,2018-03-21 15:16:13,2018-04-04 14:42:50,2018-04-09,-5.0,13.0,2018-03,2018,3,37136,betim,MG
aDxB5SgA7C4q,ejNZQ7X7x2T3,canceled,2018-02-05 16:30:33,2018-02-05 16:52:11,,2018-03-12,,,2018-02,2018,2,94950,teresina,PI
AHI2VGgmwKwA,Aecwfm7Hmsal,delivered,2018-06-18 11:15:23,2018-06-19 03:36:54,2018-06-22 18:53:47,2018-07-05,-13.0,4.0,2018-06,2018,6,13170,cascavel,PR
0gxtU32XLhDR,tc4f86hhYwpB,delivered,2018-05-08 21:04:24,2018-05-08 21:15:28,2018-05-21 20:48:51,2018-05-29,-8.0,12.0,2018-05,2018,5,95250,salvador,BA
NqkFWmoEkOni,u1gplSGJr1m5,delivered,2018-08-16 10:02:10,2018-08-16 10:15:17,2018-08-24 19:22:01,2018-09-11,-18.0,8.0,2018-08,2018,8,11661,salvador,BA
uT2NLXe4uIbX,JOJJwXBnFMcH,delivered,2017-12-11 09:46:54,2017-12-11 09:54:23,2018-01-05 20:49:30,2018-01-09,-4.0,25.0,2017-12,2017,12,83411,curitiba,PR
csNKQHT4LjSP,txfGakDnlUkr,delivered,2018-07-25 17:37:28,2018-07-27 02:24:17,2018-08-14 23:41:17,2018-08-21,-7.0,20.0,2018-07,2018,7,35325,lagoa d'anta,RN
ff6LV2J7cd1m,Hv2CJ4UgONx7,delivered,2018-07-25 16:12:07,2018-07-27 02:24:26,2018-07-30 17:57:35,2018-08-02,-3.0,5.0,2018-07,2018,7,26263,betim,MG
2DhVqmEuKWsy,aptoeeHlIxbP,delivered,2018-07-02 16:31:06,2018-07-02 16:50:20,2018-07-06 18:36:26,2018-07-27,-21.0,4.0,2018-07,2018,7,33120,ribeirao preto,SP
VBLoTukvL7qH,Df666drgmPfx,delivered,2018-08-06 18:16:20,2018-08-06 18:30:20,2018-08-10 19:21:51,2018-08-14,-4.0,4.0,2018-08,2018,8,42721,paranagua,PR
Xz9xN4y9ehaz,DRJMerHUON15,delivered,2017-06-15 22:49:09,2017-06-17 03:42:30,2017-07-03 11:33:41,2017-07-19,-16.0,17.0,2017-06,2017,6,6690,matupa,MT
ME2UeeIZeHQQ,7oijac5SpbW5,delivered,2017-09-01 18:32:18,2017-09-01 22:25:51,2017-09-11 22:41:58,2017-09-26,-15.0,10.0,2017-09,2017,9,4690,guarulhos,SP
Y8qzXFVs2NdT,N9TistbY5amC,delivered,2018-04-09 13:11:55,2018-04-09 13:29:45,2018-04-11 18:46:31,2018-04-25,-14.0,2.0,2018-04,2018,4,4880,sao jose dos campos,SP
O9usX12ihwJ4,CWALhpNIASHI,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-14 13:41:59,2018-02-23,-9.0,12.0,2018-02,2018,2,95835,carapicuiba,SP
UnPOaR1OCnNc,jnoKHCWQzJID,delivered,2017-07-12 13:15:37,2017-07-12 14:03:38,2017-07-18 22:44:52,2017-08-01,-14.0,6.0,2017-07,2017,7,79115,lencois paulista,SP
BERp5cg4oEws,eKhyaqjCe7PA,delivered,2017-11-25 09:20:17,2017-11-25 09:33:47,2017-12-04 22:18:52,2017-12-19,-15.0,9.0,2017-11,2017,11,24310,campo mourao,PR
BtFtgxewQU3o,0XrxfhxhjXYE,delivered,2018-05-13 12:09:17,2018-05-13 12:32:32,2018-05-18 21:27:56,2018-06-18,-31.0,5.0,2018-05,2018,5,74660,rio de janeiro,RJ
KZQpsmctCSfS,yBX7ugjJOTSS,processing,2018-02-04 14:21:50,2018-02-04 14:35:32,,2018-03-07,,,2018-02,2018,2,6030,itumbiara,GO
g9qI3z1YAvNw,oCaEiLxD6fHF,delivered,2018-04-17 20:21:28,2018-04-18 20:15:16,2018-04-26 00:40:52,2018-05-09,-13.0,8.0,2018-04,2018,4,45710,sao paulo,SP
aMzeNC1KCVOQ,I94cAhDO80TM,delivered,2018-08-01 17:03:52,2018-08-01 17:15:24,2018-08-03 20:18:48,2018-08-06,-3.0,2.0,2018-08,2018,8,35470,ferraz de vasconcelos,SP
dZuZBawSN57o,nyVwdmiDhhG6,delivered,2018-08-19 16:28:17,2018-08-20 12:30:07,2018-08-29 01:05:28,2018-09-04,-6.0,9.0,2018-08,2018,8,39780,belo horizonte,MG
nKbHlRgVGlF3,uQoGZ4NfZUsh,delivered,2018-04-29 15:18:48,2018-04-29 15:34:52,2018-05-08 16:23:35,2018-05-22,-14.0,9.0,2018-04,2018,4,35894,conchal,SP
P09ArFA0BZRP,5dFJ3hGKYymc,delivered,2017-07-11 14:08:34,2017-07-12 02:10:22,2017-07-26 17:17:49,2017-08-02,-7.0,15.0,2017-07,2017,7,89970,ipatinga,MG
XbYUfEsyagnN,fvrCaNELssNc,delivered,2017-06-06 12:23:28,2017-06-06 13:25:33,2017-06-09 15:17:56,2017-06-27,-18.0,3.0,2017-06,2017,6,97385,sao paulo,SP
mofZTSTPPWxE,g0UqYq0z41XR,delivered,2017-09-14 13:24:48,2017-09-14 13:37:05,2017-09-25 18:54:37,2017-10-03,-8.0,11.0,2017-09,2017,9,74460,niteroi,RJ
rUQbmLj5M2QE,VBhPvelXEBtq,delivered,2017-05-17 04:26:46,2017-05-18 04:35:12,2017-06-02 08:32:45,2017-07-03,-31.0,16.0,2017-05,2017,5,95181,diamantino,MT
QFwMop3sFZ9H,TSar8iKGBFdD,delivered,2017-11-28 18:13:19,2017-11-28 18:32:32,2017-12-20 18:39:00,2017-12-19,1.0,22.0,2017-11,2017,11,88704,niteroi,RJ
hYDthrOpadOc,YsC9HcNGEOnJ,delivered,2018-01-22 19:57:33,2018-01-22 20:16:13,2018-01-31 19:28:35,2018-02-21,-21.0,8.0,2018-01,2018,1,15010,cabralia paulista,SP
TTBF9yOgN5EH,UXwfLujVOTVL,delivered,2017-04-02 15:08:45,2017-04-02 15:15:17,2017-04-11 12:15:57,2017-04-28,-17.0,8.0,2017-04,2017,4,60175,jarinu,SP
F9i3hpJUc5HJ,sllkB0XGYrxT,delivered,2017-12-05 20:25:59,2017-12-06 07:13:55,2017-12-17 13:57:07,2017-12-28,-11.0,11.0,2017-12,2017,12,83413,taubate,SP
PzBniksLzOcM,OSFTagz8LUCX,delivered,2018-02-01 11:09:31,2018-02-02 02:53:38,2018-02-06 21:52:22,2018-02-19,-13.0,5.0,2018-02,2018,2,64645,sao paulo,SP
UWss0GYyCTJq,IG0zdwpicn3n,delivered,2017-01-31 13:01:10,2017-01-31 13:15:08,2017-02-09 16:14:22,2017-03-03,-22.0,9.0,2017-01,2017,1,3185,florianopolis,SC
9fJpRKgzGYmY,gvNtQarZgOr8,delivered,2017-07-20 12:11:33,2017-07-20 12:25:13,2017-08-09 19:46:41,2017-08-21,-12.0,20.0,2017-07,2017,7,28664,aracaju,SE
FyxzH1mhMBKM,YeOwwF3fdWgu,delivered,2018-08-01 22:58:06,2018-08-01 23:10:09,2018-08-09 14:34:58,2018-08-14,-5.0,7.0,2018-08,2018,8,66115,jundiai,SP
91fTReRt3k2s,HTmirdxNO6w3,delivered,2018-04-19 08:19:39,2018-04-19 08:30:25,2018-05-03 23:21:49,2018-05-16,-13.0,14.0,2018-04,2018,4,3553,niteroi,RJ
4BKIy9ysy6d8,ROKLVaGH8de0,delivered,2018-07-09 16:08:36,2018-07-09 16:25:13,2018-07-11 19:37:43,2018-07-23,-12.0,2.0,2018-07,2018,7,75220,duque de caxias,RJ
EztPEldn1Aha,vqxOoMq59uav,delivered,2018-01-14 10:14:35,2018-01-14 10:29:48,2018-01-31 15:04:08,2018-02-09,-9.0,17.0,2018-01,2018,1,2532,blumenau,SC
4WCFUeAivvDG,RoIfzwKM1yvo,delivered,2017-11-07 15:38:47,2017-11-07 15:50:35,2017-11-17 18:14:32,2017-11-28,-11.0,10.0,2017-11,2017,11,3928,rio de janeiro,RJ
3VPXNauA1hA6,E1orXI8bLrNV,delivered,2017-11-24 23:37:52,2017-11-25 01:37:20,2017-12-03 15:10:38,2017-12-14,-11.0,8.0,2017-11,2017,11,89065,sao paulo,SP
jMFLFVfabNrH,FOHBkie5YOyT,delivered,2017-03-10 10:34:16,2017-03-10 10:34:16,2017-03-24 16:40:14,2017-04-20,-27.0,14.0,2017-03,2017,3,7273,sao luis,MA
PhYGGGCiQHKD,e2pbPEjaeR6m,delivered,2018-07-25 13:25:22,2018-07-25 13:35:17,2018-08-01 18:34:34,2018-08-22,-21.0,7.0,2018-07,2018,7,66035,rio de janeiro,RJ
RNy2CkQv9QO4,elCsLJhTBJtl,delivered,2018-03-03 12:10:51,2018-03-03 12:29:16,2018-03-23 03:07:43,2018-03-26,-3.0,19.0,2018-03,2018,3,55590,paraty,RJ
RAhrqqxcXgA5,rCX2RwzGubEQ,delivered,2018-02-01 08:52:15,2018-02-03 02:53:47,2018-02-16 15:35:44,2018-02-23,-7.0,15.0,2018-02,2018,2,78455,mogi das cruzes,SP
lFLPAbeUgKTV,xbIMznITKpTA,delivered,2017-03-24 21:17:29,2017-03-24 21:25:08,2017-04-03 14:57:39,2017-04-25,-22.0,9.0,2017-03,2017,3,87709,conceicao de macabu,RJ
P6bxg4N8Cw1J,BKYTz5VyeBBd,delivered,2017-03-03 14:21:58,2017-03-03 14:35:09,2017-03-17 12:52:17,2017-03-28,-11.0,13.0,2017-03,2017,3,17034,brasilia,DF
YykeWYFjVZYE,abN6KF4qdL4n,delivered,2017-11-07 15:01:20,2017-11-07 15:16:13,2017-11-13 16:39:05,2017-11-28,-15.0,6.0,2017-11,2017,11,4859,sao bernardo do campo,SP
dHuy4so1fO7s,Azn5ULeYYh8s,delivered,2018-04-15 20:36:20,2018-04-15 20:52:14,2018-04-20 15:51:53,2018-05-10,-20.0,4.0,2018-04,2018,4,9160,santos,SP
bIVFvWVIw4jq,78uia3DgAfNK,delivered,2018-02-12 14:14:43,2018-02-12 15:00:26,2018-02-16 10:22:35,2018-03-01,-13.0,3.0,2018-02,2018,2,12960,santa isabel,SP
tflNP98YJXRM,Py7WXu4L3Wmi,delivered,2018-04-29 22:59:41,2018-05-01 05:55:03,2018-05-04 20:28:42,2018-05-17,-13.0,4.0,2018-04,2018,4,65870,guarulhos,SP
iThcgEagJGvM,CFLESwh13Z7B,delivered,2018-03-31 11:59:29,2018-03-31 12:10:18,2018-04-09 19:08:27,2018-04-23,-14.0,9.0,2018-03,2018,3,64820,adamantina,SP
MnaiNSJ6870y,SaNj4MhzahVL,delivered,2017-12-14 00:29:03,2017-12-14 00:36:23,2017-12-30 13:11:05,2018-01-17,-18.0,16.0,2017-12,2017,12,69099,salvador,BA
pvWUa3UvgInr,qk3Ys1QXliaP,delivered,2017-11-30 21:12:55,2017-12-02 02:37:09,2017-12-06 15:07:33,2017-12-18,-12.0,5.0,2017-11,2017,11,26113,barueri,SP
39TPZFziHhP2,4JEusie8wqjJ,delivered,2018-08-12 22:48:32,2018-08-13 22:45:11,2018-08-20 18:07:04,2018-08-29,-9.0,7.0,2018-08,2018,8,98465,limeira,SP
afDRwL1WXpA1,NvTNauiH1qDG,delivered,2017-05-11 15:10:52,2017-05-11 15:22:01,2017-05-22 18:13:38,2017-06-12,-21.0,11.0,2017-05,2017,5,75713,osasco,SP
QBEax8koxs19,HFRFmaPKlKMJ,delivered,2017-12-08 11:56:42,2017-12-09 02:34:26,2018-01-05 17:20:28,2018-01-04,1.0,28.0,2017-12,2017,12,18380,sao goncalo,RJ
CtAfWF8UkMCP,KC8GYZZaxJut,delivered,2018-06-26 08:06:50,2018-06-26 08:18:47,2018-06-27 13:31:45,2018-07-11,-14.0,1.0,2018-06,2018,6,89868,sao paulo,SP
V4JFkZwCu5hF,1GWMLfIMdj4c,delivered,2017-09-28 17:34:28,2017-09-28 17:49:35,2017-10-10 20:02:46,2017-10-24,-14.0,12.0,2017-09,2017,9,29970,alfenas,MG
qwPG85b508Td,MqcXipRNMkYz,delivered,2018-05-19 19:34:15,2018-05-19 23:30:31,2018-06-07 20:03:38,2018-06-08,-1.0,19.0,2018-05,2018,5,23070,vitoria,ES
pLnMJMmel09E,ILqTIy6lgDe6,delivered,2017-06-23 22:36:21,2017-06-23 22:50:16,2017-07-05 14:12:55,2017-07-19,-14.0,11.0,2017-06,2017,6,95055,campo grande,MS
7PvMPzzIkey5,qok4zm9Soojy,delivered,2018-01-14 12:17:23,2018-01-14 12:29:20,2018-01-22 22:42:11,2018-01-30,-8.0,8.0,2018-01,2018,1,2368,sao paulo,SP
yWHy7JXGvc0Z,K344NrOcLCky,shipped,2018-01-18 04:37:44,2018-01-18 04:52:09,,2018-02-22,,,2018-01,2018,1,48030,salvador,BA
GKjyAxdPwdIc,Q8Lv1HumoePe,delivered,2018-01-01 18:31:59,2018-01-03 04:30:35,2018-01-10 16:12:48,2018-01-30,-20.0,8.0,2018-01,2018,1,13290,itajai,SC
SZIajujwn1Oo,8Y14XQoJK8Ha,delivered,2018-08-11 14:59:32,2018-08-11 15:15:14,2018-08-17 23:27:53,2018-08-30,-13.0,6.0,2018-08,2018,8,23911,rio de janeiro,RJ
KL9BlcRxTqHu,lZxA6yRvTQOj,delivered,2017-07-25 16:56:59,2017-07-26 16:50:17,2017-08-05 14:12:04,2017-08-16,-11.0,10.0,2017-07,2017,7,89690,florianopolis,SC
PULq31I4UKo4,nodpgJjEkMSi,delivered,2018-07-15 21:00:44,2018-07-15 21:15:19,2018-07-25 21:41:16,2018-08-02,-8.0,10.0,2018-07,2018,7,55016,caratinga,MG
Y0bGpsoT1Vhh,9tBiIII0TOJc,delivered,2018-08-15 11:25:10,2018-08-15 11:44:05,2018-08-28 00:21:58,2018-09-18,-21.0,12.0,2018-08,2018,8,18707,florianopolis,SC
7LgpFGaazYyl,wu4LLpEktWbt,delivered,2017-12-22 14:39:24,2017-12-22 14:57:29,2018-01-19 22:32:56,2018-01-26,-7.0,28.0,2017-12,2017,12,74680,garanhuns,PE
88cwXsdwdeEH,wMofpXKFWSfh,delivered,2017-12-03 02:24:54,2017-12-03 02:48:30,2017-12-08 22:26:51,2017-12-20,-12.0,5.0,2017-12,2017,12,13060,maua,SP
r7702612Pdfh,2gkH6jQ35V6r,delivered,2017-10-18 13:34:48,2017-10-20 02:49:40,2017-10-25 16:36:09,2017-11-06,-12.0,7.0,2017-10,2017,10,36328,ribeirao preto,SP
JhSAOXXtYcdN,KmfdV8VuGWM8,delivered,2017-03-09 12:52:31,2017-03-09 12:52:31,2017-04-20 09:44:13,2017-04-12,8.0,41.0,2017-03,2017,3,18143,ariquemes,RO
lq2t00ICp3Em,DZQwRhEhGk0D,delivered,2018-05-14 12:05:22,2018-05-14 12:39:45,2018-05-23 20:04:19,2018-06-04,-12.0,9.0,2018-05,2018,5,7064,diadema,SP
6nNyBTWOOOFA,PXqEjREEffav,delivered,2018-01-05 19:15:37,2018-01-05 19:27:42,2018-01-16 20:58:52,2018-02-07,-22.0,11.0,2018-01,2018,1,62190,niteroi,RJ
15IH5WU11wIZ,orIYzq1FFngF,delivered,2017-05-31 11:38:50,2017-06-01 11:45:18,2017-06-22 15:07:44,2017-07-06,-14.0,22.0,2017-05,2017,5,68505,morrinhos,GO
ouRLjr6NSysJ,XBdsnwLCiVEB,delivered,2017-05-28 12:47:03,2017-05-30 04:42:46,2017-06-16 10:23:31,2017-06-21,-5.0,18.0,2017-05,2017,5,62400,londrina,PR
yDLykPwUGtqM,XojCouERzFos,delivered,2018-02-19 16:04:42,2018-02-20 07:27:21,2018-03-05 21:23:03,2018-03-13,-8.0,14.0,2018-02,2018,2,32425,goiania,GO
GHfebQ8QpH8l,5j1oYFmufbg3,delivered,2017-12-07 08:40:18,2017-12-07 08:52:30,2017-12-19 19:14:36,2018-01-11,-23.0,12.0,2017-12,2017,12,88816,erechim,RS
7XvMI5cx5mU0,bF5K2Cy2Z7ti,delivered,2017-10-16 18:00:07,2017-10-16 18:23:58,2017-10-19 19:05:37,2017-10-31,-12.0,3.0,2017-10,2017,10,57545,guaruja,SP
XDE3dFQJPztt,0P8fiFGwbcyB,delivered,2017-07-22 20:51:26,2017-07-22 21:05:07,2017-07-27 18:34:12,2017-08-21,-25.0,4.0,2017-07,2017,7,6056,brasilia,DF
dix4hRLqxcfL,RwArI5y9MN7r,delivered,2018-05-20 17:07:44,2018-05-22 07:55:14,2018-06-04 16:46:53,2018-06-22,-18.0,14.0,2018-05,2018,5,58027,rio de janeiro,RJ
4W3f1ahNdmTs,SpZjRYzPDtxp,delivered,2017-05-05 20:49:15,2017-05-05 21:02:12,2017-05-18 11:54:10,2017-06-05,-18.0,12.0,2017-05,2017,5,65293,sao paulo,SP
xljf54RoX9JP,xe0n3nVehHaT,delivered,2017-12-04 15:59:52,2017-12-05 04:13:20,2017-12-27 11:38:51,2017-12-29,-2.0,22.0,2017-12,2017,12,8051,niteroi,RJ
2rs8IUIAS4rL,waMZKYMRuVn2,delivered,2017-03-15 20:31:34,2017-03-15 20:31:34,2017-03-23 16:52:23,2017-04-04,-12.0,7.0,2017-03,2017,3,58195,fernandopolis,SP
B8V4EaW2eSh0,GUzQDRVGumYn,delivered,2017-11-21 18:37:11,2017-11-21 18:47:28,2017-11-24 19:21:10,2017-12-01,-7.0,3.0,2017-11,2017,11,82030,sao paulo,SP
FwheKtHhpBN2,qPcKrtMv39Ny,delivered,2018-04-08 14:03:56,2018-04-08 14:15:11,2018-04-10 20:34:41,2018-04-19,-9.0,2.0,2018-04,2018,4,31170,sao paulo,SP
tPTCcbVjRfc3,weHkbjfrV556,delivered,2018-06-02 23:40:57,2018-06-02 23:50:23,2018-06-11 16:28:36,2018-07-11,-30.0,8.0,2018-06,2018,6,51021,nova iguacu,RJ
TGt9bWN79Nqz,qkLJoaytabZ0,delivered,2018-07-25 21:24:26,2018-07-25 21:35:15,2018-08-09 01:28:22,2018-08-17,-8.0,14.0,2018-07,2018,7,52150,goiania,GO
qJjvfYu6Y4fm,mpDGFN6xdUn7,delivered,2017-03-25 11:58:44,2017-03-25 12:10:47,2017-03-29 19:52:23,2017-04-13,-15.0,4.0,2017-03,2017,3,6535,carapicuiba,SP
JT0oXIkh4Gzh,sNJV5Gu55TZU,delivered,2017-08-20 18:10:06,2017-08-21 15:55:20,2017-08-31 18:27:46,2017-09-19,-19.0,11.0,2017-08,2017,8,70722,aparecida de goiania,GO
yr2H21aRoD3h,G9BomGyiASFC,delivered,2017-11-14 03:22:33,2017-11-14 03:35:21,2017-11-21 13:21:57,2017-12-04,-13.0,7.0,2017-11,2017,11,3870,sao paulo,SP
3kStl9hl8CfT,U6mP30pWiUQe,delivered,2017-03-30 17:07:08,2017-03-30 17:15:23,2017-04-10 15:05:14,2017-04-24,-14.0,10.0,2017-03,2017,3,74825,sao paulo,SP
HG9ftAgQxhF4,C2neZlovyKdO,delivered,2017-11-24 16:45:54,2017-11-24 21:32:30,2017-12-20 20:47:12,2017-12-26,-6.0,26.0,2017-11,2017,11,96508,goiania,GO
sm0ZEnWNt7qQ,zYGWePUn88Up,delivered,2017-06-02 21:18:38,2017-06-02 21:32:52,2017-06-19 20:47:31,2017-07-05,-16.0,16.0,2017-06,2017,6,30666,alto boa vista,MT
KuKfiKKJLTwK,jNtpBPyIRlVh,delivered,2018-08-08 12:05:49,2018-08-09 15:45:13,2018-08-30 19:02:55,2018-09-12,-13.0,22.0,2018-08,2018,8,2672,bombinhas,SC
0JDo7VjW8fwo,ZmQxYSc3Pkep,delivered,2017-12-03 15:45:51,2017-12-03 15:55:26,2017-12-07 18:45:44,2018-01-05,-29.0,4.0,2017-12,2017,12,41612,sao paulo,SP
07amSeyheu9N,kUuQFMv8ogyX,delivered,2017-12-31 08:36:11,2017-12-31 08:46:45,2018-01-26 21:12:22,2018-01-30,-4.0,26.0,2017-12,2017,12,20040,tubarao,SC
0HR2Bu3Sp4gp,QCRBg1XfOOjC,delivered,2018-08-15 16:51:43,2018-08-15 17:05:10,2018-08-27 17:31:31,2018-08-31,-4.0,12.0,2018-08,2018,8,11703,serra,ES
3BfkNOSXE9fK,G1xpdgzhaH2L,delivered,2018-07-17 08:42:24,2018-07-17 08:50:17,2018-08-01 20:35:03,2018-08-09,-8.0,15.0,2018-07,2018,7,76934,fortaleza,CE
5WmmehR17vqk,jLJ0UsbRochy,delivered,2017-08-10 16:07:21,2017-08-10 16:25:17,2017-08-19 14:17:43,2017-08-30,-11.0,8.0,2017-08,2017,8,29735,guaruja,SP
GRirh1b2z6Y3,mdegAh8lW0zh,delivered,2018-07-13 09:02:22,2018-07-14 02:45:11,2018-08-01 19:07:03,2018-08-20,-19.0,19.0,2018-07,2018,7,45615,rio de janeiro,RJ
67qinzyPqskj,XHcb3dwn67J0,delivered,2018-04-11 06:46:04,2018-04-11 09:12:02,2018-04-12 15:03:09,2018-04-27,-15.0,1.0,2018-04,2018,4,13601,sao paulo,SP
SSIHiYAn9TpY,J8tIqKe7Lwty,delivered,2017-08-06 15:06:19,2017-08-06 15:43:06,2017-08-21 19:15:18,2017-09-05,-15.0,15.0,2017-08,2017,8,2913,sao paulo,SP
r6X1vpADLMvm,tD2qw06fKcBX,delivered,2017-06-06 23:18:10,2017-06-06 23:25:11,2017-06-11 10:33:58,2017-06-20,-9.0,4.0,2017-06,2017,6,2560,maua,SP
FEIP98BAAYWW,jOwLUQxf2vs7,delivered,2017-08-20 20:11:55,2017-08-20 20:30:13,2017-08-24 21:17:46,2017-09-04,-11.0,4.0,2017-08,2017,8,59700,sao bernardo do campo,SP
qlbb5qUbmXnJ,Aih9DU6s8oyK,delivered,2017-05-27 19:20:24,2017-05-27 19:35:17,2017-06-07 08:53:10,2017-06-29,-22.0,10.0,2017-05,2017,5,71971,anchieta,ES
7ERc3mX6MCjK,DAue1YHraRsj,delivered,2018-03-12 09:04:37,2018-03-13 04:10:24,2018-04-03 22:40:57,2018-04-06,-3.0,22.0,2018-03,2018,3,39625,porto alegre,RS
Qnw2wAOmQylg,lOWywMERsxp0,delivered,2017-08-05 16:59:05,2017-08-08 04:25:34,2017-08-14 18:13:03,2017-09-06,-23.0,9.0,2017-08,2017,8,31540,rio verde,GO
vU3xyuXEj2Ba,32bFKHvMMEMv,delivered,2018-01-19 01:15:06,2018-01-19 01:31:24,2018-01-22 21:38:29,2018-02-09,-18.0,3.0,2018-01,2018,1,27933,salinas,MG
Bie3bBbWriRw,pFnZuW57EJTb,delivered,2017-02-12 21:47:21,2017-02-12 22:02:57,2017-02-16 14:54:38,2017-03-14,-26.0,3.0,2017-02,2017,2,65605,macae,RJ
XQYgG1JMLACG,qZiLCVLOzw0L,delivered,2018-02-23 12:52:13,2018-02-23 13:15:38,2018-04-09 20:04:58,2018-03-20,20.0,45.0,2018-02,2018,2,68640,rio de janeiro,RJ
qZUh5hge1625,5ScAfYqpztVr,delivered,2017-10-14 21:34:35,2017-10-14 22:03:58,2017-10-24 14:03:20,2017-11-07,-14.0,9.0,2017-10,2017,10,58027,rio de janeiro,RJ
hlpMgRkYTHdL,PkOW7Cbf1rU5,delivered,2017-11-08 12:41:52,2017-11-08 13:30:46,2017-11-21 18:57:38,2017-12-14,-23.0,13.0,2017-11,2017,11,12908,ourinhos,SP
KwUxouAIwmnW,Q9msAR1VvoH1,delivered,2017-11-24 13:24:54,2017-11-24 15:33:47,2017-12-28 20:33:02,2017-12-21,7.0,34.0,2017-11,2017,11,75906,rio de janeiro,RJ
Fl1jNEVLIouI,5S0TZfFeWPJY,delivered,2018-07-01 11:19:16,2018-07-01 11:30:26,2018-07-12 20:04:18,2018-07-30,-18.0,11.0,2018-07,2018,7,64764,cariacica,ES
CbQkhuNUU3S3,OU8Z7zF81JnT,delivered,2017-07-26 13:18:07,2017-07-27 12:15:16,2017-07-28 15:14:24,2017-08-08,-11.0,2.0,2017-07,2017,7,62940,jacarei,SP
tVdaOadCApSM,BDzndD4z9i8L,delivered,2018-08-29 08:46:11,2018-08-29 09:04:10,2018-08-30 21:54:45,2018-09-11,-12.0,1.0,2018-08,2018,8,57520,sao jose dos campos,SP
G07cmuGKW2nd,a6lBUx2AmE65,delivered,2018-05-08 09:03:18,2018-05-08 09:15:32,2018-05-14 14:55:19,2018-06-14,-31.0,6.0,2018-05,2018,5,28911,maringa,PR
2Tdr9eDhdtIu,lqQQsrkprasJ,delivered,2018-08-16 13:22:21,2018-08-16 13:35:45,2018-08-24 18:57:37,2018-09-03,-10.0,8.0,2018-08,2018,8,58195,fernandopolis,SP
p6iWM5qft7BH,XTOCrs09YhZc,shipped,2017-07-12 22:05:52,2017-07-14 02:25:32,,2017-08-01,,,2017-07,2017,7,85825,sao miguel do iguacu,PR
